Context,Time,True Alt,Vertical Speed,Groundspeed,Prediction Distance,Horizontal Stop Distance,Predicted True Alt at Stop Distance,predicted_fall,Predicted Terrain hieght,time_to_change_speed(horizontal_stop),Vertical speed at stop point,vertical stop time,Vertical stop distance after fall,local g
!!! Ran Brake Warning- SAFE !!!,2295738.235,1657.7,-77.17632981,417.6103303,4381.35,3178.907455,388.81,1271.368904,3958.187661,20.87125877,-108.88,5.93,321.51,1.54
!!! Ran Brake Warning- SAFE !!!,2295738.855,1611.15,-75.54196146,405.9375388,4125.55,3054.830669,397.11,1208.313383,3966.851008,20.19198441,-106.18,5.77,304.37,1.54
!!! Ran Brake Warning- SAFE !!!,2295739.455,1561.22,-73.81335781,393.8478315,3877.24,2934.346172,410.5,1144.860708,3974.774546,19.53639937,-103.47,5.59,288.05,1.54
!!! Ran Brake Warning- SAFE !!!,2295740.075,1552.89,-72.12558649,382.1084929,3628.9,2809.437799,419.75,1083.278665,3982.488427,18.86157956,-100.73,5.43,271.72,1.54
!!! Ran Brake Warning- SAFE !!!,2295740.675,1517.13,-70.37337356,369.9321529,3396.34,2687.944808,433.95,1022.973187,3988.705757,18.21030138,-98,5.26,256.36,1.54
!!! Ran Brake Warning- SAFE !!!,2295741.295,1481.14,-68.67499113,358.1069296,3164.1,2566.106252,443.07,964.6376056,3995.239144,17.53949059,-95.26,5.09,241.08,1.54
!!! Ran Brake Warning- SAFE !!!,2295741.895,1448.61,-66.97833074,345.8386622,2947.09,2439.704698,454.99,907.8115761,4001.506593,16.89233104,-92.54,4.93,226.74,1.55
!!! Ran Brake Warning- SAFE !!!,2295742.515,1409.86,-65.22087567,333.921759,2730.89,2316.908313,464.26,852.7135189,4004.296439,16.22569248,-89.79,4.76,212.61,1.55
!!! Ran Brake Warning- SAFE !!!,2295743.115,1372.52,-63.51561322,321.9650436,2529.52,2189.554617,475.19,799.1512919,4013.502426,15.58275756,-87.07,4.6,199.11,1.55
!!! Ran Brake Warning- SAFE !!!,2295743.735,1321.61,-61.74565247,309.5614765,2329.5,2065.845311,487.76,747.2579534,4015.843191,14.9205395,-84.37,4.44,185.92,1.55
!!! Ran Brake Warning- SAFE !!!,2295744.335,1271.31,-60.0240358,297.5164544,2143.78,1937.531916,494.56,696.8553905,4024.05061,14.28179666,-81.58,4.28,173.34,1.55
!!! Ran Brake Warning- SAFE !!!,2295744.955,1211.22,-58.23120953,285.0244051,1959.98,1812.924088,506.46,648.0524793,4028.832479,13.62427274,-78.86,4.12,161.06,1.55
!!! Ran Brake Warning- SAFE !!!,2295745.555,1164.03,-56.4828483,272.8954049,1790.02,1683.70246,513.05,601.5204764,4033.493781,12.99026191,-76.04,3.95,149.35,1.55
!!! Ran Brake Warning- SAFE !!!,2295746.175,1113.08,-54.65825903,260.3172479,1622.43,1558.180219,522.39,554.986057,4038.043809,12.35679145,-73.3,3.79,138.16,1.55
!!! Ran Brake Warning- SAFE !!!,2295746.775,1045.08,-52.86750644,248.1026394,1468.22,1428.042466,529.5,511.3920369,4042.30363,11.707907,-70.44,3.63,127.05,1.55
!!! Ran Brake Warning- SAFE !!!,2295747.395,966.66,-50.99370287,235.4436756,1316.87,1301.62687,539.68,467.8952698,4046.050911,11.07946328,-67.65,3.47,116.66,1.55
!!! Ran Brake Warning- SAFE !!!,2295747.995,868.3,-49.14959449,223.1471065,1178.37,1170.591254,546.96,427.2556728,4049.529937,10.43532042,-64.74,3.32,106.37,1.55
!!! Ran Brake Warning- SAFE !!!,2295748.595,734.52,-47.20899704,210.400134,1043.49,1043.322219,556.98,387.4114252,4052.564366,9.813223583,-61.89,3.15,96.77,1.55
!!! Ran Brake Warning- SAFE !!!,2295749.215,665.63,-45.29267672,198.0277068,920.59,911.3884297,564.44,349.1077845,4055.36115,9.172845923,-58.94,2.99,87.28,1.55
!!! Ran Brake Warning- SAFE !!!,2295749.815,675.36,-43.26956125,185.2022384,805.59,783.2698202,574.44,312.3554656,4057.654013,8.555560066,-55.99,2.83,78.44,1.55
!!! Ran Brake Warning- SAFE !!!,2295750.435,676.32,-41.26266715,172.74304,694.81,654.7550212,582.04,277.191793,4059.668031,7.92051903,-52.94,2.67,69.74,1.55
!!! Ran Brake Warning- SAFE !!!,2295751.035,666.34,-39.13227366,159.8425754,595.53,521.6337618,591.23,243.6171333,4061.387889,7.308776251,-49.89,2.5,61.68,1.55
!!! Ran Brake Warning- SAFE !!!,2295751.655,639.69,-37.00741402,147.3150984,501.03,392.2544797,599.48,211.7431223,4060.973754,6.679733324,-46.73,2.33,53.76,1.55
!!! Ran Brake Warning- SAFE !!!,2295752.255,603.59,-34.81702388,134.7530944,417.44,258.263833,608.46,181.5958175,4063.898589,6.073745178,-43.55,2.16,46.51,1.55
!!! Ran Brake Warning- SAFE !!!,2295752.875,568.24,-32.47267919,121.7443243,339.16,128.2345653,616.5,153.2125035,4063.321161,5.450534577,-40.32,1.99,39.48,1.55
!!! Ran Brake Warning- SAFE !!!,2295753.475,538.08,-30.1131938,109.1346081,271.25,6.443749198,624.95,126.7496965,4065.385954,4.850948108,-36.89,1.82,32.98,1.55
!!! Ran Brake Warning- SAFE !!!,2295754.095,512.6,-27.57500893,96.06614518,209.15,137.0147404,633.75,102.2563705,4065.836605,4.234453404,-33.48,1.64,26.83,1.55
!!! Ran Brake Warning- SAFE !!!,2295754.695,514.26,-24.99698268,83.40076794,156.81,272.2889166,640.22,80.22431658,4066.129961,3.641671817,-29.83,1.46,21.25,1.55
!!! Ran Brake Warning- SAFE !!!,2295755.315,538.78,-22.19527994,70.29442591,110.76,403.2718902,648.31,59.75601238,4066.256969,3.052306024,-26.16,1.27,16.09,1.55
!!! Ran Brake Warning- SAFE !!!,2295755.915,557.77,-19.32634495,57.61456917,73.89,538.8117468,653.42,42.31986978,4066.255293,2.44848526,-22.21,1.07,11.55,1.55
!!! Ran Brake Warning- SAFE !!!,2295756.535,571.08,-16.15641285,44.5011652,43.74,669.8948592,659.18,26.97160054,4066.170954,1.868455096,-18.18,0.87,7.62,1.56
!!! Ran Brake Warning- SAFE !!!,2295757.135,578.41,-12.84319999,31.85297751,22.15,805.1717438,663.43,14.96047793,4066.020638,1.275820955,-13.74,0.66,4.25,1.56
!!! Ran Brake Warning- SAFE !!!,2295757.735,582.56,-9.072169776,18.83080484,7.57,935.4258399,667.21,5.861078538,4065.864292,0.709931213,-9.1,0.43,1.78,1.56
!!! Ran Brake Warning- SAFE !!!,2295758.355,582.66,-4.932986492,6.367720877,0.79,1068.66402,669.04,0.773866821,4065.784771,0.137058954,-3.78,0.18,0.24,1.56
!!! Ran Brake Warning- SAFE !!!,2295758.975,581.41,-0.12178648,5.513385123,0.72,1071.241026,668.98,0.208477784,4066.207645,0.30617357,0.47,0.03,0.06,1.56
!!! Ran Brake Warning- SAFE !!!,2295759.575,580.78,7.609205002,11.69772124,3.08,1012.936839,662.2,5.599285333,4071.303923,0.538499096,10.41,0.51,9.14,1.56
!!! Ran Brake Warning- SAFE !!!,2295760.195,582.88,17.28886604,8.562119993,1.54,1052.866484,662.5,5.999450054,4075.582622,0.333624172,16.34,0.76,17.91,1.56
!!! Ran Brake Warning- SAFE !!!,2295760.795,589.12,10.28171248,9.211423243,1.9,1047.352532,672.15,3.390280299,4075.949992,0.428260288,5.74,0.25,1.55,1.56
!!! Ran Brake Warning- SAFE !!!,2295761.415,592.93,-3.484232367,8.983110051,1.71,1057.340283,680.79,1.894374279,4071.998267,0.331194311,-7.28,0.36,1.76,1.56
!!! Ran Brake Warning- SAFE !!!,2295762.015,591.3,-11.66923416,3.250873371,0.23,1117.311644,677.84,1.634953475,4070.865092,0.144170726,-11.75,0.55,3.14,1.56
!!! Ran Brake Warning- SAFE !!!,2295762.635,586.53,-9.47075248,3.775161167,0.31,1113.965406,672.37,1.377899269,4070.760314,0.15657964,-8.56,0.39,1.56,1.56
!!! Ran Brake Warning- SAFE !!!,2295763.255,581.24,-6.340792869,2.17686302,0.1,1132.657558,667.23,0.482785259,4071.179449,0.070873097,-6.16,0.29,0.87,1.56
!!! Ran Brake Warning- SAFE !!!,2295763.875,576.46,-6.179154695,0.560634855,0.01,1148.45175,662.25,0.093287306,4071.322227,0.00978978,-6.37,0.3,0.96,1.56
!!! Ran Brake Warning- SAFE !!!,2295764.475,571.84,-6.975874843,0.859057399,0.02,1145.070488,656.75,0.319863714,4071.315704,0.050836207,-7.34,0.34,1.29,1.56
!!! Ran Brake Warning- SAFE !!!,2295765.095,566.93,-8.163242226,2.337546821,0.13,1129.407909,650.29,1.031033534,4071.181109,0.13858992,-8.95,0.42,1.96,1.56
!!! Ran Brake Warning- SAFE !!!,2295765.715,562.14,-10.76303647,8.263513715,1.63,1070.244325,639.8,4.957077931,4071.370917,0.504259686,-12.47,0.58,3.83,1.56
!!! Ran Brake Warning- SAFE !!!,2295766.315,560.37,-11.6121172,20.22223093,9.06,954.0649031,630.16,9.457781605,4066.983329,0.953471699,-11.69,0.53,2.82,1.56
!!! Ran Brake Warning- SAFE !!!,2295766.935,563.42,-4.915930367,21.49402581,9.71,953.8639149,650.19,2.839435614,4052.022597,0.852096415,-4.72,0.21,0.37,1.56
!!! Ran Brake Warning- SAFE !!!,2295767.535,567.17,-0.804593727,13.74513006,3.88,1039.310262,654.89,0.029029628,4049.67906,0.504913277,-0.82,0.03,0.01,1.56
!!! Ran Brake Warning- SAFE !!!,2295768.155,568.42,1.074443196,9.463053649,1.91,1081.697274,653.87,0.596541401,4050.392527,0.418702049,0.51,0.02,0.02,1.56
!!! Ran Brake Warning- SAFE !!!,2295768.755,566.26,1.902128799,12.73712139,3.47,1052.860225,648.32,1.445524243,4056.150025,0.561862252,1.66,0.07,0.24,1.56
!!! Ran Brake Warning- SAFE !!!,2295769.355,564.81,5.902881191,13.06782932,3.52,1057.237272,643.21,3.801026273,4060.189254,0.504822762,6.71,0.31,3.46,1.56
!!! Ran Brake Warning- SAFE !!!,2295769.975,569,10.17059741,7.713102549,1.21,1116.808837,651.25,3.156533415,4057.994358,0.299171738,9.61,0.43,6.02,1.56
!!! Ran Brake Warning- SAFE !!!,2295770.575,576.39,7.343132266,10.54012446,2.41,1089.197774,661.08,3.206940148,4053.766229,0.491620741,5.1,0.22,1.43,1.56
!!! Ran Brake Warning- SAFE !!!,2295771.195,580.37,1.997624611,13.35154172,3.69,1068.670947,667.87,0.995957791,4053.714837,0.545680596,0.2,0.01,0,1.56
!!! Ran Brake Warning- SAFE !!!,2295771.795,578.82,0.99617828,13.19976102,3.61,1074.559088,663.66,1.03087295,4059.53902,0.563667847,0.99,0.05,0.13,1.56
!!! Ran Brake Warning- SAFE !!!,2295772.415,576.85,7.365838427,13.02099483,3.38,1083.926738,656.48,4.42074557,4064.802944,0.454054397,8.98,0.4,6.01,1.56
!!! Ran Brake Warning- SAFE !!!,2295773.015,580.56,12.13329803,4.411755983,0.4,1173.999098,665.81,2.120310541,4064.000563,0.191796617,11.2,0.48,7.7,1.56
!!! Ran Brake Warning- SAFE !!!,2295773.635,587.81,6.231013666,11.30399915,2.74,1106.603878,674.56,2.574935809,4059.787171,0.543491744,2.37,0.1,0.2,1.56
!!! Ran Brake Warning- SAFE !!!,2295774.235,591.68,-2.713736905,15.01495969,4.57,1078.5676,681.29,1.708143763,4057.143647,0.58982175,-4.36,0.19,0.41,1.56
!!! Ran Brake Warning- SAFE !!!,2295774.855,589.56,-1.593166033,13.7229936,3.8,1096.181624,676.83,0.154638485,4062.066072,0.540845395,-0.95,0.03,0,1.56
!!! Ran Brake Warning- SAFE !!!,2295775.455,586.37,5.122752146,11.91795893,2.86,1120.0055,668.83,3.336075394,4067.926865,0.461037633,6.76,0.3,3.5,1.56
!!! Ran Brake Warning- SAFE !!!,2295776.075,588.62,11.63042608,7.400796666,1.03,1172.307252,673.34,3.104674878,4068.156848,0.247315573,11.37,0.49,8.19,1.56
!!! Ran Brake Warning- SAFE !!!,2295776.675,595.93,8.523198883,9.171843307,1.78,1152.916008,683.19,3.158367569,4064.566911,0.445346317,5.53,0.22,1.51,1.56
!!! Ran Brake Warning- SAFE !!!,2295777.295,601.81,-0.098633889,16.87129779,5.79,1084.611276,696.57,0.679363521,4058.23058,0.710652376,-3.42,0.16,0.39,1.56
!!! Ran Brake Warning- SAFE !!!,2295777.895,600.97,-4.043823679,17.29697026,5.86,1090.164016,689.69,1.997718739,4062.339021,0.648167047,-3.98,0.16,0.25,1.56
!!! Ran Brake Warning- SAFE !!!,2295778.515,595.99,1.179035063,13.35252686,3.45,1134.274911,682.37,1.295520969,4069.556478,0.492803514,2.03,0.09,0.39,1.56
!!! Ran Brake Warning- SAFE !!!,2295779.115,593.65,6.374776687,10.68397339,2.22,1166.436223,677.67,2.989932899,4073.750397,0.407125991,6.73,0.28,3.02,1.56
!!! Ran Brake Warning- SAFE !!!,2295779.715,598.44,8.456000455,10.07001655,1.98,1177.427362,684.52,3.413987471,4070.77567,0.396535424,7.61,0.31,3.48,1.55
!!! Ran Brake Warning- SAFE !!!,2295780.335,606.83,6.199623899,11.54506514,2.63,1166.691236,697.15,2.830741269,4064.709311,0.480439694,4.5,0.19,1.1,1.55
!!! Ran Brake Warning- SAFE !!!,2295780.935,611.57,4.524727764,15.51934958,4.67,1133.423924,702.74,3.388125241,4063.954332,0.62115167,4.42,0.19,1.38,1.55
!!! Ran Brake Warning- SAFE !!!,2295781.555,611.12,7.794465877,13.82099026,3.58,1159.348061,696.4,4.143689393,4072.4285,0.476267772,7.29,0.3,3.28,1.55
!!! Ran Brake Warning- SAFE !!!,2295782.155,610.67,6.633571945,10.34196771,2.05,1198.071536,697.61,2.479195257,4076.581173,0.411430135,4.73,0.19,1.24,1.55
!!! Ran Brake Warning- SAFE !!!,2295782.775,613.86,1.850917145,14.14512147,3.89,1164.942277,703.57,0.835885054,4074.29007,0.566032054,-0.33,0.01,0.01,1.55
!!! Ran Brake Warning- SAFE !!!,2295783.375,620.51,0.030306123,14.63245555,4.06,1168.055424,716.02,0.539874588,4065.123063,0.545095774,0.05,0.01,0.01,1.55
!!! Ran Brake Warning- SAFE !!!,2295783.995,626.67,4.54365074,13.08461194,3.21,1189.663081,720.47,2.836570969,4061.810078,0.475628588,5.36,0.22,2.12,1.55
!!! Ran Brake Warning- SAFE !!!,2295784.595,630.78,11.66879036,10.52299288,2.01,1224.964413,720.02,4.724700748,4065.392631,0.332990303,12.89,0.52,10.43,1.55
!!! Ran Brake Warning- SAFE !!!,2295785.215,634.92,12.61806761,7.400929128,1.08,1256.596533,725.61,3.711154362,4068.482884,0.336608729,10.3,0.4,5.45,1.55
!!! Ran Brake Warning- SAFE !!!,2295785.815,640.77,4.179679125,14.35125522,3.95,1191.543131,733.05,1.535491838,4066.983679,0.582563161,-0.15,0.02,0.03,1.55
!!! Ran Brake Warning- SAFE !!!,2295786.435,646.6,-4.36007872,16.44356261,5.01,1180.936887,743.44,2.269193745,4057.741972,0.603344163,-4.92,0.19,0.38,1.55
!!! Ran Brake Warning- SAFE !!!,2295787.035,651.59,0.64732489,15.63891752,4.49,1196.547405,751.89,1.448605826,4051.68213,0.557054784,2.48,0.11,0.6,1.55
!!! Ran Brake Warning- SAFE !!!,2295787.655,656.13,9.154295433,12.23738578,2.7,1236.984578,750.72,4.398699667,4053.355466,0.416940086,9.7,0.38,5.85,1.55
!!! Ran Brake Warning- SAFE !!!,2295788.255,659.17,12.40035854,10.32503968,1.95,1261.871058,751.85,4.804632823,4058.456642,0.37726693,11.82,0.46,7.98,1.55
!!! Ran Brake Warning- SAFE !!!,2295788.855,663.47,9.955546811,11.79216592,2.59,1252.226971,756.52,4.297742857,4060.551058,0.461480079,7.93,0.3,3.25,1.55
!!! Ran Brake Warning- SAFE !!!,2295789.475,670.45,3.530359661,16.06997531,4.77,1214.599773,768.89,1.467158968,4054.7542,0.612886349,-0.41,0.02,0.04,1.55
!!! Ran Brake Warning- SAFE !!!,2295790.075,675.52,-8.796095549,17.45759365,5.5,1211.727484,774.04,6.416043261,4044.799716,0.579691388,-13.29,0.52,4.03,1.55
!!! Ran Brake Warning- SAFE !!!,2295790.695,671.63,-19.33314663,6.023106399,0.54,1341.844948,767.45,2.444844454,4044.350191,0.071567575,-20.44,0.78,7.9,1.55
!!! Ran Brake Warning- SAFE !!!,2295791.295,660.78,-17.24626321,10.66381986,2.03,1287.504346,751.48,6.885481933,4044.863943,0.492349414,-15.62,0.58,4,1.55
!!! Ran Brake Warning- SAFE !!!,2295791.915,649.53,-5.046763894,18.89813349,6.37,1216.242737,747.2,1.451687499,4047.923681,0.657241883,-1.88,0.07,0,1.55
!!! Ran Brake Warning- SAFE !!!,2295792.515,644.25,7.730094576,14.8065259,3.88,1267.071754,735,4.87086324,4057.142236,0.457541687,9.76,0.38,6.04,1.55
